0	0.002341615356517656
1	0.0006331157288934855
2	0.0007758704165057609
3	0.0004253053114039529
4	0.00037055798179814553
5	0.0003224210581430246
6	0.00030132765055091576
7	0.0002812381368206116
8	0.0002680538826780875
9	0.00023521623621675273
10	0.0002282990049010327
11	0.00020925757666077915
12	0.0001868978202226937
13	0.00017159969997018032
14	0.0001626530350494492
15	0.00015921737720846462
16	0.00015151271842274317
17	0.00014882419779714965
18	0.00014128683771696485
19	0.0001359481593881896
20	0.00012436076351687026
21	0.00012517322555174684
22	0.00012582497311674874
23	0.00012104441468359032
24	0.00011252202173144152
25	0.00011058636462250623
26	0.0001127296074563167
27	0.00010978812311574922
28	0.00010837392516629119
29	0.00010231048772801953
30	0.00010021193863254138
31	9.80986713040491e-05
32	9.398903108538539e-05
33	0.00011218324540993548
34	0.00012611831009552935
35	0.0001301878874886696
36	0.00011654548056170667
37	0.00011394067360348626
38	0.00011329982741373827
39	0.00011108848014438247
40	0.00012084859904286294
41	0.00011876530012746388
42	0.00011202864958171416
43	9.918118526079805e-05
44	0.00013187606589210163
45	0.00013781036307101375
46	0.00013480506440640962
47	0.00013279410164541468
48	0.00013008354525970452
49	0.00012621785253134782
50	0.00012487575647558122
51	0.00013160790698083698
52	0.00012843772717843863
53	0.0001273166702814558
54	0.00012699321205476402
55	0.00012526161191357674
56	0.00012316126564864083
57	0.00012222263543748682
58	0.00012105176363997437
59	0.0001215462106897657
60	0.00011967989735530901
61	0.00012436787533805384
62	0.00012212661060080163
63	0.00012245915712804487
64	0.0001226669985584365
65	0.00012182488606352356
66	0.00010945018198329691
67	0.00011004463596613025
68	0.00010986708262576398
69	0.00011566480605729447
70	0.00011508160146377748
71	0.00011404568090691337
72	0.00011271596106836758
73	0.00011119149803030058
74	0.00011009910309382868
75	0.00010989885443076701
76	0.00010954344397360467
77	0.00010965883157257802
78	0.00010991234902036994
79	0.00010986831049915202
80	0.00010489064099631964
81	0.00010450069713922506
82	0.00010434851357103617
83	0.00010333229136813724
84	0.0001103191757484026
85	0.00010853318928187518
86	0.00010787615402962378
87	0.00010751516383668057
88	0.00010816946591914624
89	0.00010803764461810493
90	0.00010791484990598325
91	0.0001067710121690857
92	0.0001066627830847323
93	0.00010585735579746187
94	0.00010580267261681443
95	0.00011728824935041207
96	0.00011045859071312679
97	0.00011074699915159387
98	0.00011001139841379844
99	0.00010893617745033261
100	0.00011068738778435082
101	0.00012928280868439954
102	0.00013360067642069758
103	0.00011637521091138285
104	0.00011695969363998353
105	0.00011246370556294026
106	0.0001114444943050745
107	9.384480227476258e-05
108	9.684639544977139e-05
109	9.51421292256335e-05
110	9.442232519622737e-05
111	9.253336437618213e-05
112	9.17379910057279e-05
113	9.334534908447881e-05
114	9.2171334276294e-05
115	9.21387261376643e-05
116	8.995796841400925e-05
117	8.96170505488532e-05
118	8.742944546848043e-05
119	8.644599703867383e-05
120	8.597572077098224e-05
121	8.553329873546777e-05
122	8.553391005713562e-05
123	8.52870779965157e-05
124	8.514822368242448e-05
125	8.440255340978441e-05
126	8.394287718187998e-05
127	8.387015898523236e-05
128	8.343758345316375e-05
129	8.333732045372077e-05
130	8.324490895247815e-05
131	8.317288064170398e-05
132	8.106376933144322e-05
133	8.100303558740338e-05
134	8.102584272303738e-05
135	8.122857028660704e-05
136	8.138003179934817e-05
