return,risk
-0.1448560282511413,0.8833431588256281
-0.1446429776725769,0.878380040196661
-0.14736405525671317,0.8421851408648322
-0.14350151407018305,0.8639538741390473
-0.14724172318993137,0.8300945295266489
-0.14736405525671317,0.8421851408648322
-0.14626480651295187,0.8987299552536094
-0.14724172318993137,0.8300945295266489
-0.1481709468905255,0.8519413441012704
-0.1407976482883096,0.8306889113133478
-0.15310484136883543,0.9257243246903355
-0.14892559219706802,0.86117125361285
-0.1481709468905255,0.8519413441012704
-0.14772088668489455,0.8460915537443275
-0.14772088668489455,0.8460915537443275
-0.14136243836855888,0.8407845032307726
-0.14101240301820636,0.8334632676080544
-0.14032005136737227,0.8277831779885552
-0.1367587415237725,0.7877696046754927
-0.13690032395628093,0.7874383646535228
-0.13556127821084857,0.7677351063862179
-0.13472965553212166,0.7576503032361742
-0.13385804626771808,0.7442380151083873
-0.13221539642474056,0.7287689437950966
-0.13115744746290425,0.7207226957247439
-0.13015716823785844,0.7065650368011211
-0.1290483753067851,0.6882144092516211
-0.1278108483901061,0.632450348463594
-0.12789100132581593,0.6307240981440423
-0.12789100132581593,0.6307240981440423
-0.12697543883599527,0.6217604271515879
-0.1257557609348781,0.6098061718462549
-0.12443470337770879,0.596979656318712
-0.12315931856437028,0.5845876805370626
-0.12189641340726987,0.5733115232617753
-0.12040411182315089,0.5599350023146397
-0.11919945531905443,0.5487820558994336
-0.11779197862375713,0.5367037395467987
-0.11800881515021996,0.5371102944247672
-0.11800881515021996,0.5371102944247672
-0.11020704263848066,0.5114823776726752
-0.11117323307338357,0.5102674251705379
-0.10834290474566817,0.4890772492513148
-0.11020704263848066,0.5114823776726752
-0.10341899904792011,0.4408007816169334
-0.09740384747877717,0.38556335238960665
-0.1038835337305367,0.4454993683890585
-0.10864270369431375,0.4845956041913441
-0.09740384747877717,0.38556335238960665
-0.10449059410569071,0.4471016847538265
-0.09783129412502051,0.39374098414010483
-0.1084895682145357,0.4791414030176625
-0.1084895682145357,0.4791414030176625
-0.11246110732974111,0.5273915813319541
-0.06707037312791869,0.1784046740756975
-0.09783129412502051,0.39374098414010483
-0.06912999998310954,0.18776078617698636
-0.06707037312791869,0.1784046740756975
-0.06415307605076954,0.16184753728114654
-0.06912999998310954,0.18776078617698636
-0.068778958298821,0.1855806772450191
-0.06536112257562951,0.16757114308412355
-0.0707772060032338,0.19736999740264805
-0.06819839234669507,0.18355482092343764
-0.0707772060032338,0.19736999740264805
-0.06443810936580227,0.1627649633159714
-0.06443810936580227,0.1627649633159714
-0.0644395208180435,0.1631129001079572
-0.06485825069684535,0.16565169818278144
-0.0644395208180435,0.1631129001079572
-0.06602026894660667,0.17130998755319138
-0.06602026894660667,0.17130998755319138
-0.06288655977984517,0.15531928129386482
-0.062233794439412654,0.15170052782608567
-0.06025326395861805,0.14213602614453716
-0.05829114932029694,0.13271794540719625
-0.05636759511205554,0.12438536896578378
-0.0544674629275836,0.11592460546437564
-0.05246888517996296,0.10789878671150982
-0.05059932452154159,0.09986468545271676
-0.04851849915875122,0.09186957953340633
-0.04656131321102008,0.08466185246438357
-0.04458241980570182,0.07780066413367517
-0.04224440311151743,0.06967482940115799
-0.041231597729675475,0.06652967715227288
-0.0411159973263666,0.06652629078074015
-0.04097353016674146,0.06610404736727936
-0.04130687897581979,0.06680456482495972
-0.04097353016674146,0.06610404736727936
-0.04167005598264933,0.06788580964889437
-0.03938597985628993,0.06114087652255879
-0.03938597985628993,0.06114087652255879
-0.0411159973263666,0.06652629078074015
-0.04123907735979184,0.06695603127889699
-0.008208999961013016,0.0015166351125461826
-0.02242291780024394,0.02143171825091312
-0.02134478364172578,0.020417564227888242
-0.008208999961013016,0.0015166351125461826
-0.005519781885233964,0.0005833095230759875
-0.0024250630943384393,0.00023181187622816447
