return,risk
-0.0037898456942561855,0.0010645887577377785
-0.0064374370353641715,0.002231004947363337
-0.006358606306257406,0.002154241281502448
-0.006287803699404668,0.0020705455327899905
-0.006341995911904688,0.002047506765273811
-0.006326345141304329,0.002048849553510156
-0.006358606306257406,0.002154241281502448
-0.006341995911904688,0.002047506765273811
-0.03995369837825001,0.1298686680715895
-0.03995369837825001,0.1298686680715895
-0.039940098049744965,0.12977008512909022
-0.0063244612747454946,0.00203356777635113
-0.006403546823170288,0.0021724826146790922
-0.006331312930392492,0.002041913354125153
-0.006324530205231907,0.0020336312212687
-0.039940098049744965,0.12977008512909022
-0.0045459325996282055,0.0011592163929702323
-0.039956363323420285,0.12992455098297173
-0.0063244612747454946,0.00203356777635113
-0.006731017606829008,0.002547644722276387
-0.004699063564641018,0.0010507991466622794
-0.006326345141304329,0.002048849553510156
-0.006316906023806453,0.0020444937371775647
-0.004533542059642911,0.0019597810801222407
-0.004629711258394635,0.0018951648452108399
-0.006731017606829008,0.002547644722276387
-0.006768013170359989,0.002582658144425694
-0.00453379187169331,0.001961339921595807
-0.006768013170359989,0.002582658144425694
-0.006323367681527809,0.0020471630284588857
-0.006718887126998859,0.0022969466421165646
-0.006369258272718714,0.0021357059227238707
-0.004260942040946103,0.0012282247736835298
-0.039956363323420285,0.12992455098297173
-0.006369258272718714,0.0021357059227238707
-0.006718887126998859,0.0022969466421165646
-0.004266312930709326,0.0013785111881102425
-0.0063684092119001496,0.0021346384963108257
-0.039911819275423886,0.12950681940270237
-0.004993238345488968,0.0027194445929191943
-0.03991815840247273,0.1295596146708428
-0.03991815840247273,0.1295596146708428
-0.006706716959696944,0.0023726425000399364
-0.004455324761683312,0.00122683883319373
-0.039911819275423886,0.12950681940270237
-0.004266312930709326,0.0013785111881102425
-0.006597177866330494,0.0023482779350629283
-0.006320010358225926,0.002116714753720953
-0.006320010358225926,0.002116714753720953
-0.004351912877588105,0.001759671904789289
-0.006647782699433567,0.002165311150398138
-0.006304433488303277,0.0021761877794563298
-0.006768464577069815,0.0024217844639631745
-0.004253330671204514,0.0013784964710649719
-0.006698592640144964,0.0023494505165596756
-0.006597177866330494,0.0023482779350629283
-0.004993238345488968,0.0027194445929191943
-0.004898904595730834,0.0026481597184405147
-0.006304433488303277,0.0021761877794563298
-0.0060026195358097514,0.0020875425527550717
-0.006706716959696944,0.0023726425000399364
-0.006768464577069815,0.0024217844639631745
-0.006528339767643421,0.0022622866965382104
-0.006698592640144964,0.0023494505165596756
-0.0065514469126118375,0.001992721893052964
-0.006528339767643421,0.0022622866965382104
-0.006647782699433567,0.002165311150398138
-0.006007064503008351,0.0020893818974629047
-0.006359900097339204,0.0019050643446996366
-0.0065514469126118375,0.001992721893052964
-0.0064557726964737236,0.0019549569285900697
-0.006359900097339204,0.0019050643446996366
-0.004854169456755061,0.002015069528288087
-0.0064557726964737236,0.0019549569285900697
-0.006244298385482544,0.0021846163249758578
-0.006533081450935148,0.002265227925822331
-0.006696469026143863,0.0023376245950785363
-0.004831742914433355,0.0022541455468087514
-0.004911308470229665,0.0021389060212577437
-0.006244298385482544,0.0021846163249758578
-0.00602410057599561,0.0019581519449205645
-0.006696469026143863,0.0023376245950785363
-0.006534600537784163,0.002264912767814707
-0.00602410057599561,0.0019581519449205645
-0.006534600537784163,0.002264912767814707
-0.006174308853594223,0.0019182996441117974
-0.00581315832881631,0.0016198585147336863
-0.006533081450935148,0.002265227925822331
-0.004914707167064201,0.002109047666702709
-0.0055566492539691655,0.0012322624173766753
-0.0064374370353641715,0.002231004947363337
-0.006337106238738385,0.002046554841691626
-0.0055566492539691655,0.0012322624173766753
-0.005596056703356568,0.0011872582862461538
-0.00581315832881631,0.0016198585147336863
-0.005556775321516815,0.0012336341917312257
-0.006174308853594223,0.0019182996441117974
-0.005433708842954732,0.00117901649271655
-0.005554271310647004,0.0012320069035889009
-0.0037193947185203352,0.0011974955681598306
